label,tweet_id,tweet,length,#URLs,#mentions,#hashs,verified,#followers,#replies,#retweets,#tweets,#favourites,account_age,user_engagement,sentiment_score
1,637868242560638980,woman stabs boyfriend for not liking instagram selfie fast enough URL URL,73,2,0,0,0,23742,295,3014,265,3050,2,3312.0,-0.6319
0,498430783699554305,witness: police allegedly stopped mike brown after yelling at him to walk on sidewalk. #ferguson URL,100,1,0,1,1,264206,10,214,79717,38,1976,40.475202429149796,-0.2263
1,635632641635667968,'great pacific garbage patch' researchers return with data URL URL,66,2,0,0,1,3428972,6,90,269941,45,3008,89.78789893617021,0.6249
1,626516248206135296,this is how people in china are riding escalators after a horrific accident URL URL,83,2,0,0,1,1409025,11,155,212296,155,953,223.102833158447,-0.8176
1,676094756758364160,"steve jobs was adopted. his biological father was abdulfattah jandali, a syrian muslim.",87,0,0,0,0,3479057,7,342,802371,222,3183,252.25950361294377,0.0
0,623599854661541888,obama; - hours to light up white house in rainbow colors for gay marriage. - 5 days to lower flag for dead marines. URL,119,1,0,0,1,1346750,25,109,84890,93,2388,35.64363484087102,-0.7579
1,629209452793626624,a russian laboratory has invented a way to remove the black skin layer of black people URL,90,1,0,0,0,9879,1,51,590,0,691,0.9290882778581766,0.0
1,666497286663503872,remember: steve jobs' biological father was a syrian migrant. URL (photo: ap) URL,81,2,0,0,1,4909461,41,328,389345,202,2659,146.64009025949605,0.0
1,660466342038867969,calling #anonymous collective to fire at all #kkk & affiliated sources on nov 16. URL #opkkk #hoodsoff retweet/share,116,1,0,4,0,4220,15,136,1475,78,160,10.65,-0.34
1,656202544331517952,"no, internet, cnn did not delete its poll showing bernie sanders won the democratic debate. URL URL",99,2,0,0,1,666707,13,77,63295,53,2953,21.482560108364375,0.5719
1,647193820812177408,alert: don't fall for this new facebook scam URL URL,52,2,0,0,1,8858401,4,92,359978,43,2667,135.02699662542182,-0.3612
0,614607711368519680,photo: white house lit in rainbow colors after high court's gay marriage ruling URL URL,87,2,0,0,1,1246579,12,290,266561,455,2471,108.18211250505868,0.0
1,656818921979310081,great scott! #backtothefuture 2 (almost) nailed its 2015 predictions. @hplabs makes theirs: URL URL,99,2,1,1,1,79838,4,134,17889,132,1822,9.966520307354555,0.6588
1,647168914955243520,"new cnn/wmur nh democratic poll: bernie sanders 46 hillary clinton 30 joe biden 14 martin o'malley 2 sept. 17-23, 314 d voters, +/-5.5%",135,0,0,0,1,23967,24,144,25373,112,2271,11.295904887714663,0.4939
1,613294443878305796,cops who arrested dylann roof treated him to a burger king URL URL,66,2,0,0,1,436831,32,238,309422,66,1366,226.76281112737922,-0.4767
1,665379967757324288,"today first load of obama's 10,000 syrian “refugees” has arrived in new orleans – all single males 18-30 years old URL",118,1,0,0,0,13271,16,69,573769,22,2359,243.27087749046206,0.0
1,612741808125120513,this dad loved his family so much he got eye enlargement surgery so he could look at them more URL URL,102,2,0,0,1,476439,35,992,44027,1688,471,99.23991507430998,0.5994
1,613023744454475776,first black female gop @repmialove returning donations from alleged white supremacist URL URL,93,2,1,0,1,4468952,65,335,216141,321,2676,81.03961136023916,0.128
0,614671961801785344,the white house is glowing with pride URL | ap photo URL,56,2,0,0,1,4631900,18,199,366118,212,2819,130.0273146505853,0.34
0,675490515748425728,america's first muslim female judge; carolyn walker-diallo. URL,63,1,0,0,0,627702,27,596,37809,729,1762,22.225312145289443,0.0
0,552984502063337472,#update three men including two brothers identified in france newspaper attack: source URL #jesuischarlie #charliehebdo,119,1,0,3,1,2426623,3,102,318595,17,1199,265.8190158465388,-0.4767
0,650128194209730561,an openly gay man said that he and his partner met with pope francis a day before kim davis did URL,99,1,0,0,1,54785195,24,162,494218,234,3137,157.67867389225376,0.0
1,612841482823729152,breaking news campaign donations link top gop contenders to #dylannroof. #tedcruz returns $8k. URL URL,102,2,0,2,1,140109,18,189,57572,112,1229,47.10414971521562,0.2023
1,636925368927064064,actor james earl jones is not dead: URL URL,43,2,0,0,1,294638,6,118,79990,58,2702,29.67135455218357,0.5334
1,656834590779289600,10 'back to the future' predictions that came true URL URL,58,2,0,0,1,417152,0,131,110099,82,1826,60.4118291347207,0.4215
1,681767380305985536,"sorry, mark zuckerberg is not giving $4.5 billion to 1,000 random facebook users URL URL",88,2,0,0,1,9329875,5,94,492354,93,3214,153.25015556938394,-0.3261
1,648310692794109952,"steve jobs was adopted. his biological father was abdulfattah jandali, a syrian muslim.",87,0,0,0,0,3479057,12,272,802371,199,3107,258.40167364016736,0.0
0,524995771587108864,this afternoon we've lowered our flags to half mast in honour of the canadian reservist who lost his life in ottawa. URL,120,1,0,0,1,58429,4,88,8980,75,1807,5.061981184283343,0.2263
0,552832817089236992,stills from eyewitness video show two #charliehebdo attackers wearing hoods & black clothing shoot a wounded man URL,116,1,0,1,1,32947,5,80,44665,24,1213,36.911788953009065,-0.7269
0,544291965513134080,"according to seven, this is a picture of the gunman URL",55,1,0,0,1,59803,18,86,10704,15,1994,5.4277833500501504,0.0
1,676870737932742656,plumber suing car dealership for $1m after truck he traded in ends up in hands of isis: URL URL,95,2,0,0,1,17764562,16,152,403483,97,2446,165.06459525756338,-0.2732
0,649881917534433280,"pope francis’ meeting wasn’t an endorsement of kim davis, vatican says URL",74,1,0,0,1,54785195,24,154,494218,126,3136,157.69196428571428,0.3182
1,640107106943766528,"10,000 refugees expected in austria today, per the red cross. about 20 percent are sick or injured. URL",103,1,0,0,1,5123,10,152,1324,72,1880,0.8287234042553191,-0.7184
1,661299012386095105,'hoods off': anonymous announces operation to name kkk members URL #opkkk,73,1,0,1,1,9329875,7,135,492354,99,3157,156.03262591067468,0.0
1,613061089518034944,cops rewarded dylann storm roof with burger king following his arrest for an act of domestic terrorism. URL,107,1,0,0,1,417243,11,179,78723,86,1580,49.99936708860759,-0.5859
1,672424512516964352,".@johnrlottjr:""the number of ppl killed by mass shootings during obama’s tenure is 424 casualties…paris this year alone has 508 casualties.""",140,0,1,0,1,4518796,47,188,52066,141,2352,22.296768707482993,-0.7351
0,628319096606732290,whole foods' $6 asparagus water is just water with three stalks of asparagus in it URL URL,90,2,0,0,1,6248039,56,767,327210,1101,3016,109.12931034482759,0.0
0,524936872666353664,more shots fired just off parliament hill. police telling everyone to take cover.,81,0,0,0,1,1533965,27,1148,162141,146,2106,77.61728395061728,-0.5965
1,673611867181473792,"what? ""72 dhs employees found on terrorist watch list"" URL",58,1,0,0,1,31889,14,61,64923,24,2066,31.47241045498548,-0.6908
1,673581371458199552,men from #pakistan security forces told reporters to stop probing #tashfeenmalik background or face arrest URL,110,1,0,2,1,243634,32,278,55403,122,2252,24.793516873889875,-0.296
1,668872645589471232,"steve jobs was adopted. his biological father was abdulfattah jandali, a syrian muslim.",87,0,0,0,0,3479057,4,206,802371,173,3163,253.79513120455263,0.0
1,669613420665159680,farting does not burn 67 calories and is not a practical weight loss mechanism: URL URL,87,2,0,0,1,294638,16,105,79990,80,2792,28.721704871060172,-0.3182
1,676718762830221312,texas plumber sues car dealership after his truck winds up in isis video: URL URL,81,2,0,0,1,2566098,3,168,383689,253,2871,133.79066527342388,0.0
1,613194145423826944,.@hillaryclinton not talking about ’92 clinton-gore confederate campaign button URL URL,87,2,1,0,1,862997,27,184,160446,112,2761,58.22854038391887,0.0
0,544289409294553088,full statement from pm abbott on #sydneysiege #martinplace #lindt. URL,70,1,0,3,1,117088,7,139,144460,22,2098,68.93612964728312,0.0
1,665575674485211136,"first 10,000 syrian refugees arrive in new orleans noticed there are no women or children @realdonaldtrump #tcot URL",116,1,1,1,0,211047,35,85,120614,44,2320,52.05948275862069,-0.296
0,553587303172833280,police taking people out of #paris grocery where hostages were being held. URL,78,1,0,1,1,64119898,26,533,78834,249,2929,27.19085011949471,0.0
1,633823543541768192,obese woman arrested for starving her 7 kids: “there was only enough food for me” URL URL,89,2,0,0,0,14560,4,88,8496,32,576,14.965277777777779,-0.7096
0,544381485591982083,reports on @channeltennews #sydneysiege gunman wants #isil flag delivered to cafe and he also wants to speak to pm or people will be killed.,140,0,1,2,1,13312,10,85,26233,14,926,28.44708423326134,-0.6705
0,614638036593299456,"this is how the white house celebrated what obama called ""a victory for america."" #lovewins URL URL",99,2,0,1,1,3583606,24,248,320542,309,3012,106.61454183266932,0.5719
0,553587672137334785,afp: suspected #charliehebdo gunmen have been killed,52,0,0,1,1,4984442,80,1105,57278,462,1892,31.14429175475687,-0.7506
0,552811386259386370,at least 12 dead in the paris shooting. updated story and background info: URL #charliehebdo URL,96,2,0,1,1,20394212,17,256,392823,42,2838,138.52642706131078,-0.6486
1,604642913188872192,florida man sips bud light as he walks down street in only shirt and shoes; says he lost pants and underwear at beach URL,121,1,0,0,0,345997,14,122,2558,126,854,3.3021077283372366,-0.3182
1,626739062792032256,this is how people in china are riding escalators after a horrific accident URL URL,83,2,0,0,1,6248039,17,251,327210,229,3012,108.80046480743692,-0.8176
1,663722803489808384,people are enraged that starbucks' red cups aren't christmas-y enough URL URL,77,2,0,0,1,9329875,48,77,492354,73,3164,155.67383059418458,-0.4019
1,661120256732041216,breaking news here oooof #hoodsoff #opkkk #anonops #anonymous #anonfamily #kkk #racism URL,90,1,0,7,0,21337,5,128,26089,49,1430,18.371328671328673,-0.6249
1,634404792241143809,new seaworld show just elephant drowning in large tank of water with no explanation URL URL,91,2,0,0,1,11917053,64,1162,94630,1576,2725,35.754862385321104,-0.296
0,524923676484177920,breaking - shooting on parliament hill. rcmp have weapons drawn #cdnpoli URL,76,1,0,1,1,37885,8,291,16046,26,1974,8.293313069908814,-0.4404
1,665364878287224834,"ironic timing – today first load of 10,000 syrian “refugees” has arrived in new orleans –… URL URL",98,2,0,0,0,194362,99,237,146148,67,1263,116.03404592240696,-0.128
1,642027433693171712,".@berniesanders says @realdonaldtrump is ""using racism as a way to attract votes"" #bernieoncnn URL URL",102,2,2,1,1,4468952,63,774,216141,794,2756,79.01741654571843,-0.3818
1,626901072209121282,everyone mad at bruce for his sex change but no one gave ashit about that nerd minkus changing into chanel west coast URL,121,1,0,0,0,47335,4,211,753,336,316,4.1265822784810124,-0.7717
0,544277117039837184,flag in window of sydney lindt cafe not an isis flag. reads: ‘there is no god but allah and muhammad is the messenger of god’ (@liztilley84),140,0,1,0,1,642764,25,290,307830,48,2248,137.09653024911032,-0.1045
1,663904307113275392,"donald trump defends christmas, says ""maybe we should boycott starbucks"" over new red cups: URL URL",99,2,0,0,1,14349332,61,74,283909,75,3153,90.11068823342848,-0.3182
0,544358533819420672,breaking: three hostages appear to have escaped the sydney cafe where a siege remains ongoing. URL #sydneyseige,111,1,0,1,1,14349332,18,137,283909,40,2823,100.6390364860078,0.0
0,524965775036387329,"hero. @affanchowdhry: kevin vickers, head of security in parliament, being credited for taking down shooter #ottawa URL """,121,1,1,1,1,28267,4,120,22831,52,1548,14.862403100775193,0.8176
0,525025463648137216,breaking: a source confirms to cp24 that the deceased soldier in ottawa is cpl. nathan cirillo. cirillo was a member of the hamilton argylls,140,0,0,0,1,2274426,9,106,235584,46,2093,112.63497372193024,0.0
1,672488384695279616,reagan (11 mass shootings) bush sr (12 mass shootings) clinton (23 mass shootings) bush jr (16 mass shootings) obama (162 mass shootings),137,0,0,0,0,45423,36,337,112189,226,1346,83.79494799405646,0.0
1,642145732435292160,poll: @hillaryclinton's lead over @berniesanders shrinks as her edge over gop vanishes URL URL,94,2,2,0,1,60824825,68,767,392533,1585,3136,125.94164540816327,0.0
0,614604580601597953,"watch live: as sun goes down, white house lights up rainbow colors to celebrate scotus ruling URL URL",101,2,0,0,1,4466224,33,184,1083245,191,3019,358.944352434581,0.5719
1,643225207705075716,isis flag among refugees in germany fighting the police .. URL #norefugees #rebootliberty URL,93,2,0,2,0,8360,81,333,69632,91,47,1492.276595744681,-0.3612
1,654351281260113920,today @cnn removed a debate poll where over 80% were for @berniesanders #demdebate #clintonnewsnetwork URL,106,1,2,2,0,25,8,350,35,294,722,0.9515235457063712,0.0
1,661102820976930816,"►#anonymous operation #kkk ►ku klux klan, we never stopped watching you URL #opkkk #hoodsoff URL",96,2,0,4,0,131734,4,125,232450,80,1732,134.3296766743649,0.1695
0,544518335019229184,#breaking: at least two people have died following the #sydneysiege. 5 people are being treated by paramedics.,110,0,0,2,0,8620,10,175,78680,32,1035,76.22898550724638,-0.5574
0,614624331717545984,live from the white house...in rainbow colors. hundreds of people...hundreds URL,80,1,0,0,1,474546,24,311,124162,540,2018,61.96085232903865,0.0
1,645356735545364480,dna confirms hakeem from ‘empire’ is jay-z's biological son [read details👇👇👇👇👇🏾👇🏿 URL URL,89,2,0,0,0,9926,2,80,183,34,183,1.633879781420765,0.0
0,544274934835707905,several people being held hostage at a sydney cafe. australian tv showing people with hands up against a window: URL,116,1,0,0,1,39197927,22,570,356129,92,2873,124.19526627218934,0.0
1,655080266784968705,poll: @hillaryclinton pulls even with @berniesanders in new hampshire after debate URL URL,90,2,2,0,1,60824825,66,109,392533,134,3171,123.88584042888678,0.0
0,614617234942656512,the white house tonight is illuminated in rainbow colors to honor and celebrate marriage equality. bravo! URL,109,1,0,0,1,1964316,62,2320,52838,2928,2434,23.889893179950697,0.8016
0,544271362022338560,"black islamic flag being held up in window of #lindt chocolate store in martin place, sydney - hostages inside. URL",115,1,0,1,1,2783,6,142,4972,23,1781,2.8877035373385738,0.0
0,552793679082311680,"11 confirmed dead, francois hollande to visit scene of attack - latest from paris: URL URL",90,2,0,0,1,3346527,5,103,519776,12,2302,225.84535186794093,-0.8126
0,628681462976528384,"whole foods called out for selling $6 ""asparagus water,"" water with stalks of asparagus in it URL URL",101,2,0,0,1,8858401,20,158,359978,71,2616,137.70145259938838,0.0
0,650037735579910145,the vatican insists pope francis’ encounter with kim davis was not endorsement of her views URL URL,99,2,0,0,1,256924,50,154,18062,162,2535,7.269428007889546,-0.2411
0,544289941996326912,prime minister tony abbott's statement on the #sydneysiege. updates: URL URL,76,2,0,1,1,809031,4,136,267497,49,2611,102.52240520873228,0.0
0,649974380416618496,"vatican official says there is ""a sense of regret"" that pope francis met with kim davis: URL URL",96,2,0,0,1,25676586,71,181,952081,156,3118,305.4807568954458,-0.4215
0,616481759329427456,"just a crow riding an eagle, nbd. URL URL",41,2,0,0,1,9329875,32,457,492355,499,3034,162.60481212920237,0.3182
1,613114185505996802,"gop candidates, lawmakers return donations made by leader of racist group cited in dylann roof's manifesto: URL",111,1,0,0,1,16023490,21,96,339279,59,2187,155.21490626428897,-0.6124
0,552785375161499649,breaking: 10 reportedly shot dead at paris hq of french weekly charlie hebdo URL,80,1,0,0,1,3629813,3,94,1361198,3,2264,601.280035335689,-0.6486
1,672180526946656256,"obama: ""we have a pattern now of mass shootings in this country that has no parallel anywhere else in the world"" URL",116,1,0,0,1,84384,22,309,239678,251,3178,75.60100692259283,-0.296
0,524925215235911680,#breaking news: shots fired at parliament hill. follow developing story: URL URL,80,2,0,1,1,2009629,21,422,605909,62,2601,233.14648212226066,-0.5574
0,525028734991343617,ctv news confirms that canadian authorities have provided us authorities with the name michael zehaf-bibeau in connection to ottawa shooting,140,0,0,0,1,2274426,1,102,235584,41,2093,112.6268514094601,0.0
1,647169726158925824,"poll: @hillaryclinton trails @berniesanders in new hampshire, even without @vp in the race URL URL",98,2,3,0,1,4468951,22,206,216141,284,2770,78.21407942238267,0.0
1,631388553801564160,did a real life 'fallen angel' just fall from the sky in london? URL,68,1,0,0,0,46034,9,248,38771,62,296,132.0608108108108,-0.3612
1,656811196218286080,10 'back to the future' predictions that came true URL URL,58,2,0,0,1,417152,4,214,110099,155,1826,60.499452354874045,0.4215
0,674358835675549696,1.15 million americans have been killed by guns since john lennon's death URL,77,1,0,0,1,6386999,30,511,182846,374,2763,66.50778139703222,-0.8555
0,616765822095261700,a crow tries to fight an eagle—gets a free ride instead: URL,60,1,0,0,1,28601675,10,150,68532,204,2418,28.492969396195203,0.1779
0,614610364702044164,white house set aglow with rainbow pride URL | ap photo URL,59,2,0,0,1,4631901,18,399,366118,398,2819,130.16424263923378,0.34
0,640967537178472448,"judy carne, ""laugh-in’s"" ""sock it to me"" girl, dies at 76 URL URL",65,2,0,0,1,2877649,18,148,405564,83,2482,163.50241740531828,0.0
0,614595106906226688,the white house bathed in rainbow #scotusgaymarriage URL,56,1,0,1,1,7446,9,759,33541,927,2312,15.240484429065743,0.0
0,525049639016615937,this is the soldier who died today at the #ottawa war memorial. his name is cpl. nathan cirillo. #rip #ottawastrong URL,119,1,0,3,1,23121,6,157,24176,87,1904,12.828781512605042,-0.8176
0,614790312955904000,see the white house light up as a rainbow to celebrate gay marriage URL URL,75,2,0,0,1,19429132,79,825,405766,1154,2641,154.42029534267323,0.5719
0,544520273718812672,police confirm that #sydneysiege is finally over. two people reportedly injured after suffering gunshot wounds URL,114,1,0,1,1,64172,13,79,40123,113,1811,22.268360022087244,-0.7003
0,544350712365207552,#breaking reports two customers and an employee have escaped the #sydneysiege URL,81,1,0,2,1,219934,5,98,253247,46,2629,96.38493723849372,0.0
0,614702244001382400,white house set aglow with rainbow pride URL | ap photo URL,59,2,0,0,1,4631901,45,354,366118,557,2819,130.21426037601987,0.34
0,524925987239120897,soldier shot at national war memorial in ottawa URL #cdnpoli #hw,64,1,0,2,1,242452,5,105,62268,8,1864,33.46888412017167,-0.5994
0,614620298877513729,white house lit in rainbow colors following us supreme court ruling that same-sex couples have right to marry. URL,114,1,0,0,1,17764562,63,798,403483,1093,2275,178.21406593406593,0.5574
0,552791578893619200,eleven dead in shooting at paris offices of satirical magazine charlie hebdo – live updates URL,95,1,0,0,1,10840399,19,263,795743,17,1889,421.40921122286926,-0.6486
0,649889459836710912,"breaking news: pope francis’ encounter with kim davis wasn’t an endorsement of her views, the vatican says. URL",111,1,0,0,1,54785197,45,294,494218,195,3136,157.76530612244898,0.3182
0,524980744658382848,"#rcmp to hold news conference on #ottawa shootings at 2 pm et, 11 am pt. watch live coverage @ URL",98,1,1,2,1,1533965,6,164,162141,43,2106,77.09116809116809,0.0
0,544352727971954690,"local media: 3 people appear to escape from martin place, sydney, café, amid hostage situation - @abcnews URL",109,1,1,0,1,9625877,6,178,107212,60,2773,38.75081139560043,0.1779
0,614594259900080128,"watch live: as sun goes down, white house lights up rainbow colors to celebrate scotus ruling URL URL",101,2,0,0,1,4466224,12,127,1083245,131,3019,358.89864193441537,0.5719
0,614614133410033664,the white house goes rainbow to celebrate supreme court marriage ruling URL URL,79,2,0,0,1,9351341,44,586,357411,857,2657,135.07640195709448,0.8074
0,544278335455776769,"#breaking hostages held inside sydney cafe, islamic flag held up",64,0,0,1,1,2426624,22,155,318595,17,1174,271.5408858603066,0.0
0,651018580989972480,pope francis expected to fire the archbishop who tricked him into meeting kim davis URL,87,1,0,0,0,88745,18,129,73009,149,2502,29.298561151079138,-0.4588
0,667073349974102017,anne frank was a refugee denied entrance to the united states URL #syrianrefugees URL,85,2,0,1,0,16183,4,208,4738,106,1762,2.869466515323496,-0.0258
0,668849913678209024,that superman poster is legit: URL URL,38,2,0,0,1,294638,6,240,79990,193,2790,28.827598566308243,0.0
0,524925050739490816,breaking news: soldier shot at national war memorial in ottawa URL,66,1,0,0,1,3428972,19,214,269941,34,2702,100.00296076980015,-0.5994
0,628336948810268673,whole foods tests the limits of yuppie diet fads with new $6 asparagus water - URL URL,86,2,0,0,1,315390,5,146,47587,163,1078,44.435064935064936,0.0
0,552783667052167168,"france: 10 people dead after shooting at hq of satirical weekly newspaper #charliehebdo, according to witnesses URL",115,1,0,1,1,552500,4,369,168775,28,2121,79.76237623762377,-0.6486
0,552834961762709505,paris manhunt: 3 #charliehebdo attackers with ak-47 rifles & reportedly rocket-propelled grenade still at large URL,115,1,0,1,1,3078067,10,70,432534,11,1975,219.0506329113924,-0.5719
0,553160652567498752,french police: said kouachi and cherif kouachi wanted in paris terror attack: URL URL,85,2,0,0,1,17764562,12,95,403483,33,2105,191.74489311163896,-0.7579
0,544268732046913536,#breaking: hostages are being held and a siege is taking place at sydney's lindt chocolat cafe in martin place.,111,0,0,1,1,642764,6,74,307830,7,2248,136.97375444839858,0.0
0,544282005941530624,hostages in sydney cafe made to hold up islamic flags URL,57,1,0,0,1,2830847,7,68,523959,35,2218,236.2799819657349,0.0
0,614609560658161664,the white house is lit like a rainbow tonight in honor of the #scotusmarriage ruling. URL,89,1,0,1,1,149232,83,802,164877,923,2475,67.34747474747475,0.6908
0,580348081100734464,"#germanwings ""sorry to confirm"" 144 passengers & 6 crew on board flight #4u9525 when it crashed in french alps URL",114,1,0,2,1,51533881,70,1237,38623,356,2893,13.925337020394055,-0.0772
0,553586860334010368,#charliehebdo killers shot dead by police,41,0,0,1,1,574323,34,199,84071,100,655,128.86106870229008,-0.8625
0,552792544132997121,breaking charlie hebdo latest: 11 dead 10 wounded (five critical) two gunmen unaccounted for URL URL,100,2,0,0,1,3629813,3,154,1361199,28,2264,601.3180212014134,-0.765
0,615592870540488704,"if they can light up the white house like a rainbow, it sure as hell better be red, white & blue for independence day.",118,0,0,0,0,422417,8,621,11701,797,1396,9.403295128939828,0.2732
0,614610102927147008,bro there's either a black president in a rainbow whitehouse or i'm having the best trip ever,93,0,0,0,0,42681,6,297,23958,751,1600,15.6325,0.6369
0,614650850393391104,wow! what a way to end this historic day! URL #lovewins #loveislove #equalityforall #lgbt URL,93,2,0,4,0,13518,0,134,20389,143,877,23.56442417331813,0.658
0,614648099542204416,white house shines rainbow-colored lights in honor of #scotus gay marriage decision #lovewins URL URL,101,2,0,2,1,3583605,24,226,320542,241,3012,106.58466135458167,0.4939
0,544514564407427072,"police seem relaxed, suggesting all hostages are out and gunman no longer a threat URL #sydneysiege",99,1,0,1,1,27756,2,82,101033,32,427,236.88290398126463,-0.34
0,553566026030272512,"breaking: two hostage situations in france are linked, paris prosecutor says",76,0,0,0,1,17764562,8,127,403483,47,2106,191.67378917378917,0.0
0,553506608203169792,"map shows industrial estate where 2 #charliehebdo suspects are holed up, surrounded by police URL URL",101,2,0,1,1,51533881,34,477,38623,182,2819,13.94678964171692,-0.34
0,524959809402331137,senior u.s. official: canadian government has informed u.s. that one shooter is dead in ottawa. live blog: URL,110,1,0,0,1,64119898,34,314,78834,153,2850,27.83684210526316,-0.6486
0,614599815280857088,look: @whitehouse lights up in rainbow colors to celebrate #scotus same-sex marriage ruling URL,95,1,1,1,1,396293,29,607,143281,528,2222,65.00675067506751,0.5719
0,614615157730357248,"watch live: as sun goes down, white house lights up rainbow colors to celebrate scotus ruling URL URL",101,2,0,0,1,4466224,22,145,1083245,135,3019,358.9092414706857,0.5719
0,619242759359037440,"obama 2008:""i support traditional marriage, christians vote for me"" obama 2015:""the white house is a rainbow. bring me my unicorn"" merica.",138,0,0,0,0,1549269,24,1645,22705,4599,1269,22.83136327817179,0.4019
0,552792913910833152,at least 11 dead in shooting at hq of #charliehebdo in #paris (police source) URL,81,1,0,2,1,4079396,4,97,379336,24,2847,133.28451001053742,-0.6486
0,667487418388488192,"the picture of a syrian child ""surrendering"" to a camera is real. URL URL",73,2,0,0,1,294638,19,325,79990,160,2786,28.892318736539842,0.0
0,553586897168392192,#breaking : both charlie hebdo suspects killed as police storm building (police sources) URL URL,96,2,0,1,1,353475,7,353,331851,73,2123,156.51625058878946,-0.7845
0,544399927045283840,"nsw police confirm 5 hostages have emerged from #sydneysiege and they are negotiating: ""it might take a bit of time"" URL",120,1,0,1,1,51533881,26,454,38623,185,2794,14.061560486757337,0.0
0,552792802309181440,#charliehebdo - 11 dead including 2 police in paris shooting. photo @martinbureau1 #afp URL,91,1,1,2,1,199664,5,89,36560,14,821,44.662606577344704,-0.6486
0,614891047886434304,the white house was lit up with rainbow lights to celebrate marriage equality: URL URL,86,2,0,0,1,1720965,5,128,557042,163,2564,217.37051482059283,0.5719
0,525023025792835585,#ripnathancirillo rt @globeandmail: soldier killed at war memorial identified as cpl. nathan cirillo #ottawashooting URL,120,1,1,2,1,51349,9,107,75573,48,2143,35.34157722818479,-0.8555
0,553558982476828674,"on israeli tv, an israeli woman speaks of her nephew,a mother with 6 month old baby, held hostage in the supermarket in paris. #jesuisjuif",138,0,0,1,1,35867,6,87,5977,23,1285,4.741634241245136,0.0
0,544290258951892992,central sydney shut down by police amid ongoing hostage situation: URL,70,1,0,0,1,20394211,8,117,392823,34,2815,139.60284191829484,0.0
0,552802654641225728,charlie hebdo shooting latest: 12 dead and gunmen still at large URL URL,72,2,0,0,1,107778,5,90,163028,17,258,632.3255813953489,-0.6486
0,544305540286148609,a man believed to be the gunman filmed wearing a black headband inside the cafe URL URL,87,2,0,0,1,27756,8,82,101033,10,427,236.8454332552693,0.0
0,524923462398513152,shots fired on parliament hill after a man walked up with a gun. i'm locked in a security office on parliament hill,115,0,0,0,1,19985,12,133,51813,16,1356,38.32890855457227,-0.5574
0,616421546702336000,"woah, nature. URL URL",21,2,0,0,1,9329874,12,149,492355,185,3034,162.39321028345418,0.0
0,524944399890124801,recap: gunman shot dead inside parliament buildings; police believe there may be others on loose. cdn soldier shot earlier at war memorial.,139,0,0,0,1,1533965,8,706,162141,97,2106,77.37511870845204,-0.8885
0,544391176137089024,"hostage taker in sydney cafe demands isis flag and call with australian pm, sky news reports. URL #sydneysiege",110,1,0,1,1,14349332,26,189,283909,24,2823,100.65462274176409,0.0
0,524969201102901248,mps credit sergeant-at-arms for saving lives in parliament hill shootings URL URL,81,2,0,0,1,2274426,18,308,235584,198,2093,112.80840898232202,0.3818
0,552806757672964097,"update: 12 now confirmed dead in #charliehebdo attack in paris, @ap is reporting. story: URL (ap) URL",101,2,1,1,1,4909461,9,221,389345,42,2345,166.14797441364607,-0.8126
0,614593386188828672,white house lit in rainbow colors following us supreme court ruling that same-sex couples have right to marry. URL,114,1,0,0,1,17764562,67,880,403483,1263,2275,178.32659340659342,0.5574
0,650046859537448960,an openly gay man said that he and his partner met with pope francis a day before kim davis did URL,99,1,0,0,1,54785196,28,135,494218,199,3136,157.71045918367346,0.0
0,544269749405097984,breaking: live coverage of hostage situation unfolding in sydney's martin place URL URL,87,2,0,0,1,619651,28,358,293276,64,2361,124.40745446844558,0.0
